3.4,2020-03-04 14:56:17
3.2,2020-03-04 14:56:25
3.8,2020-03-04 15:01:25
2.5,2020-03-04 15:08:46
3.5,2020-03-04 15:11:25
3.5,2020-03-04 15:16:24
